
Title,Date
"Entre o Desejo e a Morte: Temporada 1: Gato grande","26/08/2019"
"Better Than Us: Temporada 1: Episódio 16","23/08/2019"
"Better Than Us: Temporada 1: Episódio 15","23/08/2019"
"Entre o Desejo e a Morte: Temporada 1: Impecavelmente limpo","23/08/2019"
"Entre o Desejo e a Morte: Temporada 1: Atropelamento e fuga","23/08/2019"
"Better Than Us: Temporada 1: Episódio 14","22/08/2019"
"Better Than Us: Temporada 1: Episódio 13","22/08/2019"
"Better Than Us: Temporada 1: Episódio 12","22/08/2019"
"Better Than Us: Temporada 1: Episódio 11","22/08/2019"
"Better Than Us: Temporada 1: Episódio 10","22/08/2019"
"Better Than Us: Temporada 1: Episódio 9","22/08/2019"
"Better Than Us: Temporada 1: Episódio 8","22/08/2019"
"Better Than Us: Temporada 1: Episódio 7","22/08/2019"
"Better Than Us: Temporada 1: Episódio 6","22/08/2019"
"Better Than Us: Temporada 1: Episódio 5","22/08/2019"
"Diagnóstico: Temporada 1: Déjà-vu","21/08/2019"
"Diagnóstico: Temporada 1: Questão de confiança","21/08/2019"
"Diagnóstico: Temporada 1: Procurando iguais","21/08/2019"
"Better Than Us: Temporada 1: Episódio 4","21/08/2019"
"Better Than Us: Temporada 1: Episódio 3","21/08/2019"
"Better Than Us: Temporada 1: Episódio 2","21/08/2019"
"Better Than Us: Temporada 1: Episódio 1","21/08/2019"
"Diagnóstico: Temporada 1: Sabedoria popular","20/08/2019"
"Cannon Busters: Temporada 1: Crise existencial","20/08/2019"
"Diagnóstico: Temporada 1: Segundas opiniões","20/08/2019"
"Diagnóstico: Temporada 1: Trabalho de detetive","20/08/2019"
"Cannon Busters: Temporada 1: Inocência perdida - Parte 2","19/08/2019"
"Cannon Busters: Temporada 1: Inocência perdida - Parte 1","19/08/2019"
"Cannon Busters: Temporada 1: Ela e o cara","19/08/2019"
"Cannon Busters: Temporada 1: À solta","18/08/2019"
"Cannon Busters: Temporada 1: O reencontro","18/08/2019"
"Cannon Busters: Temporada 1: Samurai misterioso","18/08/2019"
"Cannon Busters: Temporada 1: Fique esperto!","18/08/2019"
"Cannon Busters: Temporada 1: Uma vez vigarista, sempre vigarista","18/08/2019"
"Cannon Busters: Temporada 1: Alto risco, baixa recompensa","17/08/2019"
"Universo Anime","17/08/2019"
"God Eater: Temporada 1: Lenka Utsugi","17/08/2019"
"Professor Iglesias: Parte 1: Coração a mil, mochila vazia","16/08/2019"
"Professor Iglesias: Parte 1: Escola de verão","16/08/2019"
"Professor Iglesias: Parte 1: Quem ficou para trás","16/08/2019"
"O Abismo Mágico: Temporada 1: Episódio 4","16/08/2019"
"Vis a vis: Temporada 2: Líquido","15/08/2019"
"Vis a vis: Temporada 2: Banana e limão","15/08/2019"
"Vis a vis: Temporada 2: Protetora dos desesperados","15/08/2019"
"Vis a vis: Temporada 2: Pecados e confusões","15/08/2019"
"Vis a vis: Temporada 2: Prendendo os dedos","15/08/2019"
"Vis a vis: Temporada 2: A vida continua","15/08/2019"
"Vis a vis: Temporada 2: Um dia de campo","15/08/2019"
"Vis a vis: Temporada 2: Os macacos","14/08/2019"
"Vis a vis: Temporada 2: Na linha de fogo","14/08/2019"
"Vis a vis: Temporada 2: Um corpo no porta-malas","14/08/2019"
"Vis a vis: Temporada 2: A pequena galinha","14/08/2019"
"Vis a vis: Temporada 2: Lar, doce lar","14/08/2019"
"Vis a vis: Temporada 2: Duas armas a um macaco","14/08/2019"
"Vis a vis: Temporada 1: O princípio das tartarugas","14/08/2019"
"Vis a vis: Temporada 1: Gato cinza","14/08/2019"
"Vis a vis: Temporada 1: Quid pro quo","13/08/2019"
"Vis a vis: Temporada 1: Mulher bonita","13/08/2019"
"Vis a vis: Temporada 1: Às cinco em ponto","13/08/2019"
"Vis a vis: Temporada 1: Alguém vem buscar você","12/08/2019"
"Vis a vis: Temporada 1: Dura realidade","12/08/2019"
"Vis a vis: Temporada 1: Um dia no mato","12/08/2019"
"Vis a vis: Temporada 1: Nada acontece por acaso","12/08/2019"
"Vis a vis: Temporada 1: Consertando Sininho","12/08/2019"
"Vis a vis: Temporada 1: Mosca-morta","12/08/2019"
"Hi Score Girl: Temporada 1: Round 15","09/08/2019"
"Hi Score Girl: Temporada 1: Round 14","09/08/2019"
"Hi Score Girl: Temporada 1: Round 13","09/08/2019"
"Hi Score Girl: Temporada 1: Round 12","09/08/2019"
"Hi Score Girl: Temporada 1: Round 11","09/08/2019"
"Hi Score Girl: Temporada 1: Round 10","09/08/2019"
"Hi Score Girl: Temporada 1: Round 9","09/08/2019"
"Hi Score Girl: Temporada 1: Round 8","09/08/2019"
"Hi Score Girl: Temporada 1: Round 7","09/08/2019"
"Hi Score Girl: Temporada 1: Round 6","09/08/2019"
"Hi Score Girl: Temporada 1: Round 5","09/08/2019"
"Hi Score Girl: Temporada 1: Round 4","09/08/2019"
"Hi Score Girl: Temporada 1: Round 3","08/08/2019"
"Hi Score Girl: Temporada 1: Round 2","08/08/2019"
"Hi Score Girl: Temporada 1: Round 1","08/08/2019"
"No Good Nick: Parte 1: Extorsão","07/08/2019"
"No Good Nick: Parte 1: O golpe da caixa de dinheiro","07/08/2019"
"No Good Nick: Parte 1: Gato por lebre","07/08/2019"
"No Good Nick: Parte 1: O golpe","07/08/2019"
"No Good Nick: Parte 2: Se arrependimento matasse","07/08/2019"
"No Good Nick: Parte 2: Atividades bancárias","07/08/2019"
"No Good Nick: Parte 2: A eleição do conselho","07/08/2019"
"No Good Nick: Parte 2: Tia da ratazana","07/08/2019"
"No Good Nick: Parte 2: Um caixa para Molly","07/08/2019"
"No Good Nick: Parte 2: Comida italiana","07/08/2019"
"No Good Nick: Parte 2: Siga aquela mulher","07/08/2019"
"No Good Nick: Parte 2: Cavalo de Troia","07/08/2019"
"No Good Nick: Parte 2: Noite de pôquer","07/08/2019"
"No Good Nick: Parte 2: O trabalho no banco","07/08/2019"
"Falcons em Jogo","03/08/2019"
"Love, Death & Robots: Volume 1: A GUERRA SECRETA","31/07/2019"
"Love, Death & Robots: Volume 1: HISTÓRIAS ALTERNATIVAS","31/07/2019"
"Love, Death & Robots: Volume 1: PONTO CEGO","31/07/2019"
"Love, Death & Robots: Volume 1: ZIMA BLUE","31/07/2019"
"Love, Death & Robots: Volume 1: 13, NÚMERO DA SORTE","29/07/2019"
"Love, Death & Robots: Volume 1: NOITE DE PESCARIA","29/07/2019"
"Love, Death & Robots: Volume 1: AJUDINHA","29/07/2019"
"Love, Death & Robots: Volume 1: METAMORFOS","29/07/2019"
"Love, Death & Robots: Volume 1: OS TRÊS ROBÔS","26/07/2019"
"Love, Death & Robots: Volume 1: QUANDO O IOGURTE ASSUMIU O CONTROLE","26/07/2019"
"Love, Death & Robots: Volume 1: O LIXÃO","26/07/2019"
"Love, Death & Robots: Volume 1: BOA CAÇADA","26/07/2019"
"Love, Death & Robots: Volume 1: PARA ALÉM DA FENDA DE ÁQUILA","26/07/2019"
"Love, Death & Robots: Volume 1: SUGADOR DE ALMAS","25/07/2019"
"Love, Death & Robots: Volume 1: A TESTEMUNHA","25/07/2019"
"Love, Death & Robots: Volume 1: A VANTAGEM DE SONNIE","25/07/2019"
"Hunter x Hunter: A Última Missão","22/07/2019"
"Hunter x Hunter: Phantom Rouge","18/07/2019"
"Is It Wrong to Try to Pick Up Girls in a Dungeon? Arrow Of the Orion","17/07/2019"
"Baki - O Campeão: Temporada 1: Parte 2: Corta-corda","05/07/2019"
"Baki - O Campeão: Temporada 1: Parte 2: Montanha de músculos","05/07/2019"
"Baki - O Campeão: Temporada 1: Parte 2: Liberdade recusada","05/07/2019"
"Baki - O Campeão: Temporada 1: Parte 1: Sr. Oliva","04/07/2019"
"Baki - O Campeão: Temporada 1: Parte 1: Doce","04/07/2019"
"Baki - O Campeão: Temporada 1: Parte 1: O matador de tigres","04/07/2019"
"Baki - O Campeão: Temporada 1: Parte 1: Duelo aéreo","04/07/2019"
"Baki - O Campeão: Temporada 1: Parte 1: Shin Shin Kai em fúria","04/07/2019"
"Baki - O Campeão: Temporada 1: Parte 1: Uma luta de verdade","04/07/2019"
"Baki - O Campeão: Temporada 1: Parte 1: Um time incrível","04/07/2019"
"Baki - O Campeão: Temporada 1: Parte 1: O relatório do policial Katahira","04/07/2019"
"Baki - O Campeão: Temporada 1: Parte 1: Quer mais?","04/07/2019"
"Baki - O Campeão: Temporada 1: Parte 1: Começa a batalha","04/07/2019"
"Baki - O Campeão: Temporada 1: Parte 1: Eles finalmente chegaram!","04/07/2019"
"Baki - O Campeão: Temporada 1: Parte 1: Artes marciais do submundo","04/07/2019"
"Baki - O Campeão: Temporada 1: Parte 1: Sincronicidade","04/07/2019"
"Glee: Temporada 1: Piloto","04/07/2019"
"Glee: Temporada 6: Sonhos viram realidade","04/07/2019"
"Deslize","04/07/2019"
"Suits: Temporada 4: Um, dois, três e já!","03/07/2019"
"Dark: Temporada 2: Fins e começos","01/07/2019"
"Dark: Temporada 2: Diabo Branco","01/07/2019"
"Dark: Temporada 2: Ciclo sem fim","01/07/2019"
"Dark: Temporada 2: Achados e perdidos","01/07/2019"
"7SEEDS: Parte 1: Fim do calor","28/06/2019"
"7SEEDS: Parte 1: Mais calor","28/06/2019"
"7SEEDS: Parte 1: Orvalho","28/06/2019"
"7SEEDS: Parte 1: Menos calor","28/06/2019"
"7SEEDS: Parte 1: Solstício de verão","28/06/2019"
"7SEEDS: Parte 1: Solstício de inverno","28/06/2019"
"7SEEDS: Parte 1: Chuva no arroz","28/06/2019"
"7SEEDS: Parte 1: Neve densa","28/06/2019"
"7SEEDS: Parte 1: O outono começa","28/06/2019"
"7SEEDS: Parte 1: Início da neve","28/06/2019"
"7SEEDS: Parte 1: Os insetos acordam","28/06/2019"
"7SEEDS: Parte 1: A primavera começa","28/06/2019"
"Gatunas: Temporada 1: Coisas de garotas","27/06/2019"
"Gatunas: Temporada 1: Paper Tiger","27/06/2019"
"Trump: Um Sonho Americano: Temporada 1: Manhattan","27/06/2019"
"ANIMA","27/06/2019"
"Mistério no Mediterrâneo","26/06/2019"
"Black Mirror: Temporada 3: Queda livre","26/06/2019"
"Suits: Temporada 3: Sem saída","26/06/2019"
"Gatunas: Temporada 1: Quem rouba mais","22/06/2019"
"Suits: Temporada 3: Saber quando desistir","20/06/2019"
"Suits: Temporada 3: Coração delicado","20/06/2019"
"Suits: Temporada 3: Há controvérsias","20/06/2019"
"Suits: Temporada 3: Águas passadas","20/06/2019"
"Suits: Temporada 3: Segredos enterrados","20/06/2019"
"Suits: Temporada 3: Fica","18/06/2019"
"Suits: Temporada 3: Má-fé","17/06/2019"
"Suits: Temporada 3: Jogo final","16/06/2019"
"Suits: Temporada 3: A gata é minha","16/06/2019"
"Suits: Temporada 3: A outra vez","16/06/2019"
"Suits: Temporada 3: Sombra de dúvida","15/06/2019"
"Black Mirror: Temporada 5: Striking Vipers","14/06/2019"
"Suits: Temporada 3: Conflito de interesses","14/06/2019"
"Suits: Temporada 3: Assuntos pendentes","13/06/2019"
"Suits: Temporada 3: É pegar ou largar","13/06/2019"
"Suits: Temporada 3: O acordo","12/06/2019"
"Suits: Temporada 2: Guerra","12/06/2019"
"Suits: Temporada 2: Normandia","11/06/2019"
"Suits: Temporada 2: Ele voltou","11/06/2019"
"Suits: Temporada 2: Zane contra Zane","10/06/2019"
"Suits: Temporada 2: Lei da selva","10/06/2019"
"Suits: Temporada 2: Ponto cego","10/06/2019"
"Suits: Temporada 2: Matar ou morrer","08/06/2019"
"Suits: Temporada 2: Asteriscos","07/06/2019"
"Suits: Temporada 2: Rebobinar","07/06/2019"
"Sangatsu no Lion: Temporada 1: Episódio 1","07/06/2019"
"Suits: Temporada 2: Golpe baixo","07/06/2019"
"I Am Mother","07/06/2019"
"Suits: Temporada 2: Aposto tudo","07/06/2019"
"Suits: Temporada 2: Ponto de ruptura","06/06/2019"
"Suits: Temporada 2: Descoberta","06/06/2019"
"Good Girls: Temporada 2: Esta é a caixa postal de...","05/06/2019"
"Good Girls: Temporada 2: Devagar, crianças brincando","05/06/2019"
"Feliz!: Temporada 2: algumas meninas precisam de muito arrependimento","05/06/2019"
"Feliz!: Temporada 2: tallahassee","05/06/2019"
"Feliz!: Temporada 2: a guerra da páscoa","05/06/2019"
"Como vender drogas online (rápido): Temporada 1: Se isso é a realidade, prefiro não","05/06/2019"
"Como vender drogas online (rápido): Temporada 1: O fracasso não é opção","05/06/2019"
"Como vender drogas online (rápido): Temporada 1: A vida não é justa, lide com isso","05/06/2019"
"Como vender drogas online (rápido): Temporada 1: Nerds hoje, chefes amanhã","05/06/2019"
"Suits: Temporada 2: Conheça a nova chefe","04/06/2019"
"Suits: Temporada 2: Escolha um lado","04/06/2019"
"Suits: Temporada 2: Ela sabe","04/06/2019"
"Suits: Temporada 1: Briga de cachorro grande","04/06/2019"
"Suits: Temporada 1: A regra do jogo","04/06/2019"
"Suits: Temporada 1: Vida de fachada","04/06/2019"
"Suits: Temporada 1: Invicto","03/06/2019"
"Arrested Development: Temporada 5: Consequências","02/06/2019"
"Arrested Development: Temporada 5: Desastres no tribunal","02/06/2019"
"Good Girls: Temporada 2: Prefiro fazer artesanato","01/06/2019"
"Arrested Development: Temporada 5: Economizando para a fiança","01/06/2019"
"The Perfection","01/06/2019"
"Hemlock Grove: Temporada 1: Água-viva no céu","31/05/2019"
"Arrested Development: Temporada 5: Sem amarras","31/05/2019"
"Arrested Development: Temporada 5: Cheque amigo","31/05/2019"
"Glitch: Temporada 2: A carta","31/05/2019"
"Glitch: Temporada 2: Feridos ambulantes","31/05/2019"
"Glitch: Temporada 2: Dever de cuidar","31/05/2019"
"Glitch: Temporada 2: Demasiado humano","31/05/2019"
"Arrested Development: Temporada 5: Fuga em correntes","31/05/2019"
"Arrested Development: Temporada 5: Influenciadores","31/05/2019"
"Arrested Development: Temporada 5: Companhia inesperada","31/05/2019"
"Glitch: Temporada 2: Duas verdades","30/05/2019"
"Glitch: Temporada 2: O pássaro raro","30/05/2019"
"Glitch: Temporada 1: Impasse","30/05/2019"
"Glitch: Temporada 1: Três é demais","30/05/2019"
"Glitch: Temporada 1: Foi assim que eu morri","30/05/2019"
"Glitch: Temporada 1: Milagre ou punição","30/05/2019"
"Glitch: Temporada 1: Será que estou no inferno?","30/05/2019"
"Arrested Development: Temporada 5: Independência prematura","30/05/2019"
"Arrested Development: Temporada 5: Trauma romântico","29/05/2019"
"Erased: Temporada 1: Episódio 12","28/05/2019"
"Erased: Temporada 1: Episódio 11","28/05/2019"
"Erased: Temporada 1: Episódio 10","28/05/2019"
"Erased: Temporada 1: Episódio 9","28/05/2019"
"Erased: Temporada 1: Episódio 8","28/05/2019"
"Erased: Temporada 1: Episódio 7","28/05/2019"
"Erased: Temporada 1: Episódio 6","28/05/2019"
"Erased: Temporada 1: Episódio 5","27/05/2019"
"Erased: Temporada 1: Episódio 4","27/05/2019"
"Erased: Temporada 1: Episódio 3","27/05/2019"
"Erased: Temporada 1: Episódio 2","27/05/2019"
"Arrested Development: Temporada 5: Bagagem emocional","27/05/2019"
"Arrested Development: Temporada 5: Um mar de sentimentos","27/05/2019"
"Arrested Development: Temporada 5: Um velho começo","27/05/2019"
"Arrested Development: Temporada 5: Todo mundo ganha um troféu","27/05/2019"
"Arrested Development: Temporada 5: Autodeportação","24/05/2019"
"Arrested Development: Temporada 5: Licença familiar","23/05/2019"
"Arrested Development: Remix da temporada 4: Consequências fatais: Cinco de Cuatro III","23/05/2019"
"Arrested Development: Remix da temporada 4: Consequências fatais: Cinco de Cuatro II","23/05/2019"
"Arrested Development: Remix da temporada 4: Consequências fatais: Cinco de Cuatro I","23/05/2019"
"O Abismo Mágico: Temporada 1: Episódio 3","23/05/2019"
"Arrested Development: Remix da temporada 4: Consequências fatais: Bem-vindo à vizinhança","23/05/2019"
"Arrested Development: Remix da temporada 4: Consequências fatais: Uns contra os outros","23/05/2019"
"Arrested Development: Remix da temporada 4: Consequências fatais: Encontro a quatro","23/05/2019"
"Arrested Development: Remix da temporada 4: Consequências fatais: Mensagens confusas","23/05/2019"
"Arrested Development: Remix da temporada 4: Consequências fatais: Sede por vingança","23/05/2019"
"Arrested Development: Remix da temporada 4: Consequências fatais: Começando de novo","23/05/2019"
"Arrested Development: Remix da temporada 4: Consequências fatais: Um pequeno detalhe","23/05/2019"
"Jardim de Meteoros: Temporada 1: Episódio 1","23/05/2019"
"É o Bruno!: Temporada 1: Bem-vindo, Bruno","23/05/2019"
"É o Bruno!: Temporada 1: Guarda em perigo","23/05/2019"
"Ash vs. Evil Dead: Temporada 1: Episódio 1","22/05/2019"
"Arrested Development: Remix da temporada 4: Consequências fatais: O mundo do cinema","22/05/2019"
"Arrested Development: Remix da temporada 4: Consequências fatais: Noite divertida","22/05/2019"
"Arrested Development: Remix da temporada 4: Consequências fatais: Sonhos recorrentes","22/05/2019"
"Arrested Development: Remix da temporada 4: Consequências fatais: Uma nova família","22/05/2019"
"Arrested Development: Remix da temporada 4: Consequências fatais: O fraco se tornará o forte","22/05/2019"
"É o Bruno!: Temporada 1: Fundo do poço","21/05/2019"
"É o Bruno!: Temporada 1: Guerra dos passeadores","21/05/2019"
"É o Bruno!: Temporada 1: Adorável Lulu","21/05/2019"
"É o Bruno!: Temporada 1: Nasce uma Angie","21/05/2019"
"É o Bruno!: Temporada 1: Cagando e fugindo","21/05/2019"
"É o Bruno!: Temporada 1: Operação carne de peru","21/05/2019"
"Arrested Development: Remix da temporada 4: Consequências fatais: Um grau de separação","21/05/2019"
"Arrested Development: Remix da temporada 4: Consequências fatais: Armadilhas parentais","21/05/2019"
"Arrested Development: Remix da temporada 4: Consequências fatais: O julgamento da mamãe","21/05/2019"
"Arrested Development: Remix da temporada 4: Consequências fatais: Experiências no deserto","21/05/2019"
"Arrested Development: Remix da temporada 4: Consequências fatais: Um novo começo","21/05/2019"
"Arrested Development: Remix da temporada 4: Consequências fatais: Três meio-homens","21/05/2019"
"Arrested Development: Remix da temporada 4: Consequências fatais: Capitão Michael","21/05/2019"
"Arrested Development: Temporada 3: A real","21/05/2019"
"Arrested Development: Temporada 3: Saída estratégica","20/05/2019"
"Arrested Development: Temporada 3: Caras e caretas","20/05/2019"
"Arrested Development: Temporada 3: Faz de conta","20/05/2019"
"Arrested Development: Temporada 3: FDPs","20/05/2019"
"Arrested Development: Temporada 3: Fincando a banana","20/05/2019"
"Arrested Development: Temporada 3: A interna fuga","20/05/2019"
"Arrested Development: Temporada 3: Um andarilho no oceano","20/05/2019"
"Arrested Development: Temporada 3: Sr. F","20/05/2019"
"Arrested Development: Temporada 3: Eu não sou gatinho não","20/05/2019"
"Arrested Development: Temporada 3: Boa noite cinderella","20/05/2019"
"Arrested Development: Temporada 3: Somente para olhos britânicos","20/05/2019"
"revisions: Temporada 1: Shibuya é transportada","20/05/2019"
"O Abismo Mágico: Temporada 1: Episódio 2","19/05/2019"
"O Abismo Mágico: Temporada 1: Episódio 1","19/05/2019"
"Piscou, Dançou: Temporada 1: Episódio 2","19/05/2019"
"Piscou, Dançou: Temporada 1: Episódio 1","19/05/2019"
"Arrested Development: Temporada 3: Tudo sobre o chalé","18/05/2019"
"Arrested Development: Temporada 2: Irmãos para sempre","18/05/2019"
"Arrested Development: Temporada 2: Fuga primaveril","18/05/2019"
"Arrested Development: Temporada 2: O outro lado da moeda","18/05/2019"
"A gente se vê  ontem","18/05/2019"
"Suits: Temporada 1: Crise de identidade","18/05/2019"
"Suits: Temporada 1: Conheça o adversário","18/05/2019"
"Arrested Development: Temporada 2: Espada do destino","17/05/2019"
"Arrested Development: Temporada 2: Imaculada eleição","17/05/2019"
"Arrested Development: Temporada 2: Baila comigo","17/05/2019"
"Arrested Development: Temporada 2: A mão de Deus","17/05/2019"
"Arrested Development: Temporada 2: Membro superior","17/05/2019"
"The Rain: Temporada 2: Sobrevivência do mais forte","17/05/2019"
"The Rain: Temporada 2: Dar um jeito","17/05/2019"
"The Rain: Temporada 2: Salvar a todos","17/05/2019"
"The Rain: Temporada 2: Manter o controle","17/05/2019"
"The Rain: Temporada 2: A verdade dói","17/05/2019"
"The Rain: Temporada 2: Evitar contato","17/05/2019"
"Arrested Development: Temporada 2: Preparar, apontar, casa comigo?","16/05/2019"
"Arrested Development: Temporada 2: O amor é chama que arde","16/05/2019"
"Arrested Development: Temporada 2: Rainha por um dia","16/05/2019"
"Arrested Development: Temporada 2: O batedor","16/05/2019"
"Arrested Development: Temporada 2: Uma tarde de liberdade","15/05/2019"
"Arrested Development: Temporada 2: O saco triste","15/05/2019"
"Arrested Development: Temporada 2: Espressos sentimentos","13/05/2019"
"Areia Movediça: Temporada 1: As testemunhas","10/05/2019"
"Areia Movediça: Temporada 1: O julgamento","10/05/2019"
"The Society: Temporada 1: O que aconteceu","10/05/2019"
"Arrested Development: Temporada 2: A casa é sua","03/05/2019"
"Arrested Development: Temporada 2: Era uma casa","30/04/2019"
"Arrested Development: Temporada 2: Michael sai de cena","30/04/2019"
"Arrested Development: Temporada 1: Que comam brioche","30/04/2019"
"Arrested Development: Temporada 1: A verdade acima de tudo","29/04/2019"
"Arrested Development: Temporada 1: A mãe de Whistler","29/04/2019"
"Arrested Development: Temporada 1: A noiva de G.O.B","29/04/2019"
"Arrested Development: Temporada 1: Procura-se Kitty","29/04/2019"
"Arrested Development: Temporada 1: Justice é cego","29/04/2019"
"Arrested Development: Temporada 1: Altar-ego","29/04/2019"
"Arrested Development: Temporada 1: Funcionalismo contagioso","29/04/2019"
"Arrested Development: Temporada 1: O prazer do choque","29/04/2019"
"Arrested Development: Temporada 1: A coisa errada do jeito certo","26/04/2019"
"Arrested Development: Temporada 1: Complexo de Marta","26/04/2019"
"Arrested Development: Temporada 1: Relações públicas","26/04/2019"
"Arrested Development: Temporada 1: Pressão do alto","26/04/2019"
"Arrested Development: Temporada 1: A tomada do castelo","26/04/2019"
"Arrested Development: Temporada 1: Meu carro é uma mãe","26/04/2019"
"Arrested Development: Temporada 1: Confiança eterna","26/04/2019"
"Arrested Development: Temporada 1: Visita íntima","26/04/2019"
"Arrested Development: Temporada 1: Tudo pelo bem","26/04/2019"
"Arrested Development: Temporada 1: Decisões chave","26/04/2019"
"Arrested Development: Temporada 1: Levado da breca","26/04/2019"
"Arrested Development: Temporada 1: Banana-chefe","26/04/2019"
"Arrested Development: Temporada 1: Piloto","26/04/2019"
"Se Eu Fosse um Homem","26/04/2019"
"I Think You Should Leave with Tim Robinson: Temporada 1: Isso já aconteceu com você?","24/04/2019"
"A Fabulosa Gilly Hopkins","23/04/2019"
"Possessed: Temporada 1: Episódio 1","22/04/2019"
"Estrada Sem Lei","20/04/2019"
"Famoso... na França: Temporada 1: Episódio oito","20/04/2019"
"Famoso... na França: Temporada 1: Episódio sete","20/04/2019"
"Famoso... na França: Temporada 1: Episódio seis","19/04/2019"
"Famoso... na França: Temporada 1: Episódio cinco","19/04/2019"
"Famoso... na França: Temporada 1: Episódio quatro","19/04/2019"
"Famoso... na França: Temporada 1: Episódio três","18/04/2019"
"Famoso... na França: Temporada 1: Episódio dois","18/04/2019"
"Famoso... na França: Temporada 1: Episódio um","18/04/2019"
"Persona: Coleção: Conquistadora","18/04/2019"
"Manto & Adaga: Temporada 1: Episódio 8","18/04/2019"
"Manto & Adaga: Temporada 1: Episódio 7","18/04/2019"
"Manto & Adaga: Temporada 1: Episódio 6","18/04/2019"
"Manto & Adaga: Temporada 1: Episódio 5","18/04/2019"
"No Good Nick: Parte 1: Venda para inglês ver","18/04/2019"
"No Good Nick: Parte 1: O ataque do interceptador","18/04/2019"
"No Good Nick: Parte 1: O bloqueio","18/04/2019"
"No Good Nick: Parte 1: O golpe da caridade","18/04/2019"
"No Good Nick: Parte 1: Achados e perdidos","18/04/2019"
"No Good Nick: Parte 1: Persuasão","18/04/2019"
"Residue: Temporada 1: Episódio 1","18/04/2019"
"Você Não Vai Dormir: Temporada 1: Pulseira da amizade","17/04/2019"
"Special: Temporada 1: Capítulo dois: O fundo da piscina","16/04/2019"
"Special: Temporada 1: Capítulo um: Risadaria cerebral","16/04/2019"
"Saiki Kusuo no Psi-nan: Temporada 1: Episódio 1","15/04/2019"
"Persona: Coleção: Jogo do amor","15/04/2019"
"Manto & Adaga: Temporada 1: Episódio 4","15/04/2019"
"Manto & Adaga: Temporada 1: Episódio 3","15/04/2019"
"Manto & Adaga: Temporada 1: Episódio 2","15/04/2019"
"Manto & Adaga: Temporada 1: Episódio 1","15/04/2019"
"Loja de Unicórnios","15/04/2019"
"Areia Movediça: Temporada 1: Custódia","07/04/2019"
"Areia Movediça: Temporada 1: Maja","07/04/2019"
"Blue Exorcist: Um certo homem estava doente","04/04/2019"
"Blue Exorcist: Uma revoada de pássaros","04/04/2019"
"Blue Exorcist: O cozinheiro fantasma","04/04/2019"
"Blue Exorcist: O garoto do templo amaldiçoado","04/04/2019"
"Blue Exorcist: O jardim de Amahara","04/04/2019"
"Blue Exorcist: Irmãos","03/04/2019"
"Blue Exorcist: O portal de Geena","03/04/2019"
"Blue Exorcist: O diabo reside na alma humana","03/04/2019"
"Ultraman: Temporada 1: Um poder que não vem da Terra","03/04/2019"
"Superlópez","03/04/2019"
"Osmosis: Temporada 1: O teste","31/03/2019"
"Exterminadores do Além Contra a Loira do Banheiro","31/03/2019"
"Avatar - A lenda de Aang: Avatar - A lenda de Aang: Livro 3: Sozin's Comet: Parte 4: Avatar Aang","31/03/2019"
"Avatar - A lenda de Aang: Avatar - A lenda de Aang: Livro 1: The Avatar Returns: Parte 2","31/03/2019"
"Avatar - A lenda de Aang: Avatar - A lenda de Aang: Livro 1: The Boy in the Iceberg: The Avatar Returns: Parte 1","31/03/2019"
"Tokyo Ghoul","31/03/2019"
"The OA: Parte 2: Capítulo 1: Anjo da Morte","31/03/2019"
"Santa Clarita Diet: Temporada 3: O culto de Sheila","30/03/2019"
"Santa Clarita Diet: Temporada 3: Zumbidiota","30/03/2019"
"Santa Clarita Diet: Temporada 3: Para sempre","30/03/2019"
"Santa Clarita Diet: Temporada 3: Forma específica de irresponsabilidade","30/03/2019"
"Santa Clarita Diet: Temporada 3: Pera na galinha","30/03/2019"
"Santa Clarita Diet: Temporada 3: Belle e Sebastian protegem a cabeça","29/03/2019"
"Santa Clarita Diet: Temporada 3: Eu prefiro gatos","29/03/2019"
"Santa Clarita Diet: Temporada 3: Deixamos pessoas morrerem todos os dias","29/03/2019"
"Santa Clarita Diet: Temporada 3: Cavaleiros estão chegando","29/03/2019"
"Santa Clarita Diet: Temporada 3: Wuffenloaf","29/03/2019"
"Breaking Bad: Temporada 2: Down","27/03/2019"
"Breaking Bad: Temporada 2: Bit by a Dead Bee","27/03/2019"
"Breaking Bad: Temporada 2: Grilled","27/03/2019"
"The OA: Parte 1: Capítulo 1: O retorno","27/03/2019"
"Breaking Bad: Temporada 2: Seven Thirty-Seven","24/03/2019"
"Breaking Bad: Temporada 1: A No-Rough-Stuff-Type Deal","24/03/2019"
"Breaking Bad: Temporada 1: Crazy Handful of Nothin'","24/03/2019"
"Breaking Bad: Temporada 1: Gray Matter","22/03/2019"
"Breaking Bad: Temporada 1: Cancer Man","22/03/2019"
"Breaking Bad: Temporada 1: And the Bag's in the River","22/03/2019"
"Breaking Bad: Temporada 1: The Cat's in the Bag","22/03/2019"
"Breaking Bad: Temporada 1: Piloto","22/03/2019"
"Lucifer: Temporada 2: Engolidor de pecados","05/03/2019"
"Go! Viva do seu jeito: Temporada 1: Episódio 7","01/03/2019"
"Go! Viva do seu jeito: Temporada 1: Episódio 6","01/03/2019"
"Shadowhunters: The Mortal Instruments: Temporada 3B: Almas perdidas","28/02/2019"
"Go! Viva do seu jeito: Temporada 1: Episódio 5","27/02/2019"
"Go! Viva do seu jeito: Temporada 1: Episódio 4","27/02/2019"
